"Analysis_Family","Run_ID","Scenario","Uncertainty_Structure","Conditional_Success_Rate","Discount_Rate","Final_Mediation_Resolution_Share","Case_Mix_Cost_Multiplier","Case_Mix_Time_Multiplier","Year","Mediation_Resolution_Share","Mediation_Resolved_Per_100_Cases","Mediation_Attempts_Per_100_Cases","Failed_Attempts_To_Trial_Per_100_Cases","Direct_To_Trial_Per_100_Cases","Trial_Resolved_Per_100_Cases","Mean_NPV_Savings_Per_100_Cases_USD","LB95_NPV_Savings_Per_100_Cases_USD","UB95_NPV_Savings_Per_100_Cases_USD","Mean_Months_Saved_Per_100_Cases","LB95_Months_Saved_Per_100_Cases","UB95_Months_Saved_Per_100_Cases","Mean_NPV_Savings_2000_Cases_USD","LB95_NPV_Savings_2000_Cases_USD","UB95_NPV_Savings_2000_Cases_USD","Mean_Years_Saved_2000_Cases","LB95_Years_Saved_2000_Cases","UB95_Years_Saved_2000_Cases"
"Conditional-success sensitivity","RUN_037","High-income","annual_independent",0.8,0.05,0.75,1,1,7,0.678478246786729,68,85,17,15,32,767772.033490682,171300.01234629,1511844.9871508,1076.29870766598,305.784225854934,1917.19748698464,15355440.6698136,3426000.2469258,30236899.7430161,1793.8311794433,509.640376424891,3195.3291449744
"Conditional-success sensitivity","RUN_037","High-income","annual_independent",0.8,0.05,0.75,1,1,8,0.72154447609346,72,90,18,10,28,774769.552412883,178722.706310707,1530612.57267183,1140.11899171822,320.507457351351,2042.58299528077,15495391.0482577,3574454.12621414,30612251.4534366,1900.19831953036,534.179095585585,3404.30499213461
"Conditional-success sensitivity","RUN_037","High-income","annual_independent",0.8,0.05,0.75,1,1,9,0.739208274022745,74,92.5,18.5,7.5,26,754480.731316795,166256.149887057,1502458.4297201,1175.04414409257,331.609001157142,2104.51735528828,15089614.6263359,3325122.99774114,30049168.594402,1958.40690682095,552.681668595237,3507.52892548047
"Conditional-success sensitivity","RUN_037","High-income","annual_independent",0.8,0.05,0.75,1,1,10,0.745984289445429,75,93.75,18.75,6.25,25,726225.611546438,164831.137889539,1448345.51213386,1192.42509565116,329.370948044753,2125.52576443497,14524512.2309288,3296622.75779077,28966910.2426773,1987.3751594186,548.951580074588,3542.54294072495
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,1,0.119582861398382,12,15,3,85,88,97709.7170657093,29779.2799592189,183135.619840521,296.534527036808,125.048523465805,464.996809294015,1954194.34131419,595585.599184378,3662712.39681043,494.224211728014,208.414205776342,774.994682156691
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,2,0.141586348246961,14,17.5,3.5,82.5,86,108278.101442302,33933.1829256488,203701.827109261,344.851068216514,140.237555698804,546.460301704648,2165562.02884605,678663.658512975,4074036.54218522,574.751780360857,233.729259498006,910.767169507747
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,3,0.183990807433038,18,22.5,4.5,77.5,82,133501.766360078,39029.4903468627,251335.151054971,440.976126036665,181.942598948966,698.227503522681,2670035.32720156,780589.806937253,5026703.02109943,734.960210061109,303.237664914943,1163.71250587114
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,4,0.255012759436194,26,32.5,6.5,67.5,74,182035.487719021,57023.9051462868,340144.956501164,639.26669153781,258.599405681654,1011.00945243865,3640709.75438042,1140478.10292574,6802899.13002327,1065.44448589635,430.999009469423,1685.01575406441
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,5,0.35,35,43.75,8.75,56.25,65,235155.712717385,73460.8462587298,437268.434403861,857.807714165883,350.445685918272,1361.61171138428,4703114.2543477,1469216.9251746,8745368.68807722,1429.6795236098,584.076143197121,2269.35285230714
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,6,0.444987240563806,44,55,11,45,56,281833.03323029,85724.5520649262,529168.158167322,1080.76422639144,437.404457496088,1719.13466463502,5636660.6646058,1714491.04129852,10583363.1633464,1801.2737106524,729.007429160146,2865.22444105837
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,7,0.516009192566962,52,65,13,35,48,318233.221656083,97373.3362472341,591207.14340924,1277.87927432979,525.946463507407,2017.00301216883,6364664.43312165,1947466.72494468,11824142.8681848,2129.79879054965,876.577439179011,3361.67168694805
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,8,0.558413651753039,56,70,14,30,44,326554.297916898,102285.119945415,609024.713902296,1376.62986546534,562.945408908043,2183.12648470549,6531085.95833796,2045702.3989083,12180494.2780459,2294.3831091089,938.242348180072,3638.54414117582
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,9,0.580417138601618,58,72.5,14.5,27.5,42,320624.692900587,97574.689195407,602748.767143648,1428.6217754204,583.914228363301,2260.27652042814,6412493.85801173,1951493.78390814,12054975.342873,2381.03629236734,973.190380605502,3767.1275340469
"Conditional-success sensitivity","RUN_038","Middle-income","annual_independent",0.8,0.05,0.6,1,1,10,0.591006895018954,59,73.75,14.75,26.25,41,309850.137056899,95858.7139051458,583603.141962131,1454.64573533502,588.947978579506,2296.50559308369,6197002.74113797,1917174.27810292,11672062.8392426,2424.4095588917,981.579964299176,3827.50932180616
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,1,0.0749518089481767,7,8.75,1.75,91.25,93,28496.7684564037,7300.06396074773,54206.0801552812,239.850274992341,101.004249584855,401.546422186371,569935.369128073,146001.279214955,1084121.60310562,399.750458320568,168.340415974758,669.244036977285
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,2,0.0925553194701463,9,11.25,2.25,88.75,91,34799.4091568683,9186.48484363722,66433.4273861199,307.41827595458,124.84433470037,519.717788224738,695988.183137366,183729.696872744,1328668.5477224,512.363793257633,208.073891167283,866.196313707897
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,3,0.119442564950295,12,15,3,85,88,44496.333117468,10671.2142395819,84927.881749633,407.451417496824,168.780333022746,688.634751078437,889926.662349361,213424.284791638,1698557.63499266,679.08569582804,281.30055503791,1147.72458513073
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,4,0.156303108132261,16,20,4,80,84,55996.5050115902,14642.8653916616,106055.094114591,545.476053713642,221.635417234526,919.903742832856,1119930.1002318,292857.307833231,2121101.88229182,909.126756189403,369.392362057543,1533.17290472143
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,5,0.2,20,25,5,75,80,67184.421830119,17595.2895356146,126836.602695364,679.486225521628,278.428324823682,1152.37834538603,1343688.43660238,351905.790712292,2536732.05390729,1132.47704253605,464.04720803947,1920.63057564339
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,6,0.243696891867739,24,30,6,70,76,76863.1576168699,19407.8031720204,146756.054316011,817.996367403712,331.231712843944,1387.39918604454,1537263.1523374,388156.063440407,2935121.08632023,1363.32727900619,552.052854739906,2312.3319767409
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,7,0.280557435049705,28,35,7,65,72,85718.3025225448,21907.8614352366,161394.442769307,953.834489389987,393.614628483916,1605.56421917473,1714366.0504509,438157.228704733,3227888.85538614,1589.72414898331,656.024380806527,2675.94036529121
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,8,0.307444680529854,31,38.75,7.75,61.25,69,90407.6466966436,23586.1320448107,171359.746926717,1056.68022788971,432.90668829059,1788.581486881,1808152.93393287,471722.640896214,3427194.93853435,1761.13371314952,721.511147150984,2980.96914480166
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,9,0.325048191051823,33,41.25,8.25,58.75,67,91207.7548690256,22978.5579474626,173801.79111372,1127.74886642283,463.317020880007,1907.14563694472,1824155.09738051,459571.158949253,3476035.82227441,1879.58144403804,772.195034800011,3178.57606157453
"Conditional-success sensitivity","RUN_039","Low-income","annual_independent",0.8,0.05,0.35,1,1,10,0.33577223804673,34,42.5,8.5,57.5,66,89279.5623074272,22995.6558540438,170247.951319287,1163.00468138182,470.57390999419,1959.36485491973,1785591.24614854,459913.117080877,3404959.02638574,1938.34113563636,784.289849990316,3265.60809153288
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,1,0.160791725977255,16,21.3333333333333,5.33333333333333,78.6666666666667,84,238171.974986901,48295.4029160043,477844.810097205,250.317670382124,68.489587283905,453.014562894453,4763439.49973802,965908.058320087,9556896.20194409,417.196117303539,114.149312139842,755.024271490756
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,2,0.17845552390654,18,24,6,76,82,255184.258914538,51745.0745528618,511976.582247005,281.607379179887,77.0507856943931,509.64138325626,5103685.17829075,1034901.49105724,10239531.6449401,469.345631966479,128.417976157322,849.4023054271
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,3,0.221521753213271,22,29.3333333333333,7.33333333333333,70.6666666666667,78,297039.878101577,60232.3619133841,595951.577218736,344.18679677542,94.1731825153693,622.895023979873,5940797.56203154,1204647.23826768,11919031.5443747,573.644661292366,156.955304192282,1038.15837329979
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,4,0.311364852821997,31,41.3333333333333,10.3333333333333,58.6666666666667,69,398624.94463848,80831.3081954505,799761.856873628,484.990486365362,132.698575362566,877.715715608003,7972498.8927696,1616626.16390901,15995237.1374726,808.317477275604,221.164292270943,1462.85952601334
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,5,0.45,45,60,15,40,55,551094.393509416,111748.352343941,1105661.55328151,704.018447949722,192.626964235983,1274.10345814065,11021887.8701883,2234967.04687882,22113231.0656303,1173.3640799162,321.044940393305,2123.50576356775
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,6,0.588635147178003,59,78.6666666666667,19.6666666666667,21.3333333333333,41,688139.0310488,139537.625149048,1380614.42631977,923.046409534078,252.5553531094,1670.4912006733,13762780.620976,2790752.50298095,27612288.5263955,1538.4106825568,420.925588515666,2784.15200112216
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,7,0.678478246786729,68,90.6666666666667,22.6666666666667,9.33333333333333,32,755342.27782596,153164.786281441,1515444.40661412,1063.85009912402,291.080745956596,1925.31189230143,15106845.5565192,3063295.72562881,30308888.1322824,1773.08349854003,485.134576594327,3208.85315383571
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,8,0.72154447609346,72,96,24,4,28,761689.691925339,154451.885325822,1528179.23356046,1126.42951671955,308.203142777572,2038.56553302504,15233793.8385068,3089037.70651645,30563584.6712091,1877.38252786591,513.671904629287,3397.6092217084
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,9,0.739208274022745,74,98.6666666666667,24.6666666666667,1.33333333333333,26,745569.275165012,151183.062355964,1495836.81591896,1157.71922551732,316.76434118806,2095.19235338685,14911385.5033002,3023661.24711927,29916736.3183793,1929.53204252887,527.940568646767,3491.98725564474
"Conditional-success sensitivity","RUN_040","High-income","fixed_horizon",0.75,0.05,0.75,1,1,10,0.745984289445429,75,100,25,0,25,719661.462514492,145929.596868691,1443857.93042371,1173.3640799162,321.044940393305,2123.50576356775,14393229.2502898,2918591.93737382,28877158.6084742,1955.60679986034,535.074900655508,3539.17627261292
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,1,0.119582861398382,12,16,4,84,88,97175.3672800077,28133.8324413754,183604.556395844,292.027613945954,117.914465503858,466.8529856211,1943507.34560015,562676.648827508,3672091.12791687,486.712689909924,196.524109173097,778.0883093685
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,2,0.141586348246961,14,18.6666666666667,4.66666666666667,81.3333333333333,86,107972.63031112,31259.8138237504,204005.062662049,340.698882936949,137.566876421168,544.66181655795,2159452.60622241,625196.276475008,4080101.25324097,567.831471561581,229.278127368613,907.769694263251
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,3,0.183990807433038,18,24,6,76,82,132211.384054432,38277.3230494903,249802.117545366,438.04142091893,176.871698255787,700.27947843165,2644227.68108865,765546.460989806,4996042.35090731,730.069034864883,294.786163759645,1167.13246405275
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,4,0.255012759436194,26,34.6666666666667,8.66666666666666,65.3333333333333,74,181878.094466415,52656.6348828967,343643.124665582,632.726496882902,255.481341925026,1011.51480217905,3637561.88932829,1053132.69765793,6872862.49331164,1054.5441614715,425.80223654171,1685.85800363175
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,5,0.35,35,46.6666666666667,11.6666666666667,53.3333333333333,65,233177.044187712,67508.506260124,440568.108545618,851.747207342367,343.917191052919,1361.65454139488,4663540.88375424,1350170.12520248,8811362.17091236,1419.57867890394,573.195318421532,2269.42423565813
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,6,0.444987240563806,44,58.6666666666667,14.6666666666667,41.3333333333333,56,279177.957666921,80826.510896475,527482.905469584,1070.76791780184,432.353040180813,1711.7942806107,5583559.15333842,1616530.2179295,10549658.1093917,1784.6131963364,720.588400301355,2852.9904676845
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,7,0.516009192566962,52,69.3333333333333,17.3333333333333,30.6666666666667,48,314226.272698698,90973.5620479805,593703.703125938,1265.4529937658,510.962683850052,2023.0296043581,6284525.45397397,1819471.24095961,11874074.0625188,2109.08832294301,851.604473083419,3371.7160072635
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,8,0.558413651753039,56,74.6666666666667,18.6666666666667,25.3333333333333,44,322283.356614049,93306.2174851082,608926.875000962,1362.79553174779,550.267505684671,2178.6472662318,6445667.13228097,1866124.34970216,12178537.5000192,2271.32588624632,917.112509474451,3631.078777053
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,9,0.580417138601618,58,77.3333333333333,19.3333333333333,22.6666666666667,42,317898.549041069,92036.7451383721,600642.155613194,1411.46680073878,569.919916601981,2256.45609716865,6357970.98082138,1840734.90276744,12012843.1122639,2352.44466789797,949.866527669968,3760.76016194775
"Conditional-success sensitivity","RUN_041","Middle-income","fixed_horizon",0.75,0.05,0.6,1,1,10,0.591006895018954,59,78.6666666666667,19.6666666666667,21.3333333333333,41,307980.531911709,89165.3195921831,581902.909378956,1435.80243523427,579.746122060635,2295.36051263708,6159610.63823419,1783306.39184366,11638058.1875791,2393.00405872379,966.243536767726,3825.60085439513
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,1,0.0749518089481767,7,9.33333333333333,2.33333333333333,90.6666666666667,93,28420.6399093973,6743.86070628038,54321.032510963,236.008545654721,95.27230930922,403.619826139634,568412.798187946,134877.214125608,1086420.65021926,393.347576091202,158.787182182033,672.699710232723
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,2,0.0925553194701463,9,12,3,88,91,34800.7835625273,8257.78861993517,66515.5500134241,303.439558698928,122.492969111854,518.939776465243,696015.671250546,165155.772398703,1330311.00026848,505.732597831547,204.154948519757,864.899627442072
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,3,0.119442564950295,12,16,4,84,88,44191.4711905106,10486.0807872193,84464.190493237,404.586078265236,163.323958815806,691.919701953658,883829.423810212,209721.615744385,1689283.80986474,674.31013044206,272.206598026343,1153.1995032561
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,4,0.156303108132261,16,21.3333333333333,5.33333333333333,78.6666666666667,84,56116.1538927121,13315.6581425006,107256.114912047,539.448104353651,217.765278421074,922.559602604877,1122323.07785424,266313.162850013,2145122.29824094,899.080173922751,362.94213070179,1537.59933767479
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,5,0.2,20,26.6666666666667,6.66666666666667,73.3333333333333,80,66804.9451103717,15851.9739791674,127685.85108577,674.310130442063,272.206598026343,1153.1995032561,1336098.90220743,317039.479583349,2553717.0217154,1123.85021740344,453.677663377238,1921.99917209349
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,6,0.243696891867739,24,32,8,68,76,76348.5086975673,18116.5416904771,145926.686955166,809.172156530472,326.647917631611,1383.83940390732,1526970.17395135,362330.833809541,2918533.73910332,1348.62026088412,544.413196052686,2306.39900651219
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,7,0.280557435049705,28,37.3333333333333,9.33333333333334,62.6666666666667,72,84831.6763306304,20129.4907671967,162140.763283518,944.034182618885,381.08923723688,1614.47930455853,1696633.52661261,402589.815343935,3242815.26567035,1573.39030436481,635.148728728133,2690.79884093089
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,8,0.307444680529854,31,41.3333333333333,10.3333333333333,58.6666666666667,69,89448.3661989637,21224.9732579285,170964.750400988,1045.1807021852,421.920226940831,1787.45923004695,1788967.32397927,424499.465158571,3419295.00801976,1741.96783697533,703.200378234719,2979.09871674491
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,9,0.325048191051823,33,44,11,56,67,90684.9795565533,21518.406067946,173328.318378882,1112.61171522941,449.140886743466,1902.77918037256,1813699.59113107,430368.12135892,3466566.36757764,1854.35285871568,748.568144572443,3171.29863395426
"Conditional-success sensitivity","RUN_042","Low-income","fixed_horizon",0.75,0.05,0.35,1,1,10,0.33577223804673,34,45.3333333333333,11.3333333333333,54.6666666666667,66,88983.8183238908,21114.7418848532,170076.849202943,1146.32722175151,462.751216644783,1960.43915553536,1779676.36647782,422294.837697064,3401536.98405886,1910.54536958585,771.252027741305,3267.39859255894
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,1,0.160791725977255,16,21.3333333333333,5.33333333333333,78.6666666666667,84,235945.275922086,48600.454404988,471727.785377932,250.564325682113,70.1205261591286,447.608227806099,4718905.51844173,972009.088099761,9434555.70755865,417.607209470189,116.867543598548,746.013713010165
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,2,0.17845552390654,18,24,6,76,82,252031.746835733,53505.2639951273,507775.677003809,280.7384247057,73.9946269341091,507.363520375684,5040634.93671465,1070105.27990255,10155513.5400762,467.897374509499,123.324378223515,845.605867292807
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,3,0.221521753213271,22,29.3333333333333,7.33333333333333,70.6666666666667,78,295695.885079498,56280.9489930478,596222.630797477,340.654817334738,91.9512672635653,615.125310022494,5913917.70158995,1125618.97986096,11924452.6159495,567.758028891229,153.252112105942,1025.20885003749
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,4,0.311364852821997,31,41.3333333333333,10.3333333333333,58.6666666666667,69,392858.686282585,83675.5562785533,785668.485749878,482.384226201729,125.080630265613,870.19185220811,7857173.7256517,1673511.12557107,15713369.7149976,803.973710336214,208.467717109355,1450.31975368018
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,5,0.45,45,60,15,40,55,547886.714252709,116961.162690865,1087689.58481544,697.209777432608,184.642321374997,1264.57621029996,10957734.2850542,2339223.25381729,21753791.6963088,1162.01629572101,307.737202291662,2107.62701716661
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,6,0.588635147178003,59,78.6666666666667,19.6666666666667,21.3333333333333,41,684860.750549958,138606.659332474,1375601.80525552,917.459181635575,237.769043898748,1664.46625985752,13697215.0109992,2772133.18664947,27512036.1051103,1529.09863605929,396.281739831246,2774.11043309586
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,7,0.678478246786729,68,90.6666666666667,22.6666666666667,9.33333333333333,32,754278.120724257,157695.087540682,1499569.2754356,1057.3418333949,282.826425115066,1901.87755493965,15085562.4144851,3153901.75081364,29991385.508712,1762.2363889915,471.377375191777,3169.79592489942
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,8,0.72154447609346,72,96,24,4,28,761215.39705106,164624.871757924,1518974.10675377,1120.09287504214,296.387304735047,2027.46082023943,15224307.9410212,3292497.43515848,30379482.1350753,1866.82145840357,493.978841225078,3379.10136706572
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,9,0.739208274022745,74,98.6666666666667,24.6666666666667,1.33333333333333,26,741214.111876218,151143.220082266,1488960.54756331,1154.50030520032,307.416627780263,2084.93132516345,14824282.2375244,3022864.40164532,29779210.9512662,1924.16717533387,512.361046300439,3474.88554193908
"Conditional-success sensitivity","RUN_043","High-income","annual_independent",0.75,0.05,0.75,1,1,10,0.745984289445429,75,100,25,0,25,713422.202730998,149950.932863083,1435095.61341867,1171.5678497731,303.995511735404,2108.3464944393,14268444.05462,2999018.65726165,28701912.2683735,1952.61308295517,506.659186225674,3513.91082406551
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,1,0.119582861398382,12,16,4,84,88,96374.5012447812,28177.2787949839,181968.021898546,292.187991245935,119.554803194719,461.873474860022,1927490.02489562,563545.575899678,3639360.43797093,486.979985409891,199.258005324531,769.789124766703
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,2,0.141586348246961,14,18.6666666666667,4.66666666666667,81.3333333333333,86,106793.951494243,32161.3674746667,202692.001845985,339.799440024953,134.169727254395,542.786936051274,2135879.02988487,643227.349493335,4053840.0369197,566.332400041589,223.616212090658,904.64489341879
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,3,0.183990807433038,18,24,6,76,82,131683.33047537,36597.801818826,249738.776422396,434.47411520858,174.996822678879,692.705013153369,2633666.60950739,731956.03637652,4994775.52844791,724.123525347633,291.661371131465,1154.50835525561
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,4,0.255012759436194,26,34.6666666666667,8.66666666666666,65.3333333333333,74,179538.688485979,54309.9086888282,337950.741700855,629.853516551429,246.72889293521,1002.54294530285,3590773.76971958,1086198.17377656,6759014.8340171,1049.75586091905,411.214821558683,1670.90490883809
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,5,0.35,35,46.6666666666667,11.6666666666667,53.3333333333333,65,231959.457797739,70124.2596036415,434486.211936137,845.157618191772,335.584371307726,1353.23250573106,4639189.15595478,1402485.19207283,8689724.23872275,1408.59603031962,559.307285512876,2255.38750955177
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,6,0.444987240563806,44,58.6666666666667,14.6666666666667,41.3333333333333,56,277998.143256367,81265.8845822533,525934.795007598,1064.83102217378,417.286629215875,1705.06739260802,5559962.86512735,1625317.69164507,10518695.900152,1774.71837028963,695.477715359791,2841.77898768003
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,7,0.516009192566962,52,69.3333333333333,17.3333333333333,30.6666666666667,48,313900.066721043,92126.0337986564,587365.260293519,1259.02733838723,503.397458927429,2000.98662115322,6278001.33442087,1842520.67597313,11747305.2058704,2098.37889731205,838.995764879048,3334.97770192204
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,8,0.558413651753039,56,74.6666666666667,18.6666666666667,25.3333333333333,44,322127.295525666,97199.9680956258,604723.29569599,1356.3814046233,538.164479279219,2167.87486781468,6442545.91051333,1943999.36191252,12094465.9139198,2260.63567437216,896.940798798698,3613.12477969114
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,9,0.580417138601618,58,77.3333333333333,19.3333333333333,22.6666666666667,42,316257.94083011,92693.8794934544,598452.357969808,1407.69023060661,561.247994478131,2244.49734282267,6325158.8166022,1853877.58986909,11969047.1593962,2346.15038434435,935.413324130218,3740.82890470446
"Conditional-success sensitivity","RUN_044","Middle-income","annual_independent",0.75,0.05,0.6,1,1,10,0.591006895018954,59,78.6666666666667,19.6666666666667,21.3333333333333,41,305620.062779978,90528.3448458473,579948.153535188,1433.31427475,563.345948990247,2276.65534256864,6112401.25559955,1810566.89691695,11598963.0707038,2388.85712458333,938.909914983745,3794.42557094774
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,1,0.0749518089481767,7,9.33333333333333,2.33333333333333,90.6666666666667,93,28181.50357438,6949.92644561851,53892.2297387419,236.14354622753,96.8420280964886,398.417275650317,563630.071487601,138998.52891237,1077844.59477484,393.572577045884,161.403380160814,664.028792750527
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,2,0.0925553194701463,9,12,3,88,91,34413.2407365947,8727.67055950406,66086.8674799884,302.671929157559,118.799658998619,516.014352813828,688264.814731893,174553.411190081,1321737.34959977,504.453215262598,197.999431664365,860.023921356381
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,3,0.119442564950295,12,16,4,84,88,44005.6746000301,10131.2771534077,84482.7514354403,401.116356970467,160.485901058028,683.10937750334,880113.492000602,202625.543068154,1689655.0287088,668.527261617446,267.47650176338,1138.51562917223
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,4,0.156303108132261,16,21.3333333333333,5.33333333333333,78.6666666666667,84,55374.6139422714,13978.205955148,105497.665816027,537.008307095914,210.713952471728,913.078828901835,1107492.27884543,279564.11910296,2109953.31632055,895.013845159856,351.189920786214,1521.79804816973
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,5,0.2,20,26.6666666666667,6.66666666666667,73.3333333333333,80,66445.1352490567,16839.6616930861,126130.035042995,668.921944236398,265.90533517813,1142.50588732615,1328902.70498113,336793.233861723,2522600.70085991,1114.86990706066,443.175558630216,1904.17647887692
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,6,0.243696891867739,24,32,8,68,76,76016.5231997888,18528.2406403618,145859.067942206,805.291448090653,315.429708299254,1377.91770510456,1520330.46399578,370564.812807237,2917181.35884413,1342.15241348442,525.716180498757,2296.5295085076
"Conditional-success sensitivity","RUN_045","Low-income","annual_independent",0.75,0.05,0.35,1,1,7,0.280557435049705,28,37.3333333333333,9.33333333333334,62.6666666666667,72,84773.9865645875,20946.1242041054,160443.852252266,938.992901175888,375.24887168232,1593.24600371769,1695479.73129175,418922.484082108,3208877.04504533,1564.98816862648,625.414786137199,2655.41000619615
