"Analysis_Family","Run_ID","Scenario","Uncertainty_Structure","Conditional_Success_Rate","Discount_Rate","Final_Mediation_Resolution_Share","Case_Mix_Cost_Multiplier","Case_Mix_Time_Multiplier","Year","Mediation_Resolution_Share","Mediation_Resolved_Per_100_Cases","Mediation_Attempts_Per_100_Cases","Failed_Attempts_To_Trial_Per_100_Cases","Direct_To_Trial_Per_100_Cases","Trial_Resolved_Per_100_Cases","Mean_NPV_Savings_Per_100_Cases_USD","LB95_NPV_Savings_Per_100_Cases_USD","UB95_NPV_Savings_Per_100_Cases_USD","Mean_Months_Saved_Per_100_Cases","LB95_Months_Saved_Per_100_Cases","UB95_Months_Saved_Per_100_Cases","Mean_NPV_Savings_2000_Cases_USD","LB95_NPV_Savings_2000_Cases_USD","UB95_NPV_Savings_2000_Cases_USD","Mean_Years_Saved_2000_Cases","LB95_Years_Saved_2000_Cases","UB95_Years_Saved_2000_Cases"
"Conditional-success sensitivity","RUN_013","High-income","annual_independent",1,0.05,0.75,1,1,8,0.72154447609346,72,72,0,28,28,815432.018498341,225249.608476277,1568443.43098063,1200.19734174644,390.623402329484,2100.06434153499,16308640.3699668,4504992.16952554,31368868.6196126,2000.32890291073,651.039003882474,3500.10723589164
"Conditional-success sensitivity","RUN_013","High-income","annual_independent",1,0.05,0.75,1,1,9,0.739208274022745,74,74,0,26,26,794280.589638522,210691.075878191,1538240.51887035,1236.67566076934,403.673280703158,2160.37704129423,15885611.7927704,4213821.51756382,30764810.3774069,2061.12610128223,672.78880117193,3600.62840215705
"Conditional-success sensitivity","RUN_013","High-income","annual_independent",1,0.05,0.75,1,1,10,0.745984289445429,75,75,0,25,25,764635.837992749,207408.119536524,1482902.18233322,1254.99683328533,398.127532177755,2185.39389710982,15292716.759855,4148162.39073049,29658043.6466644,2091.66138880888,663.545886962925,3642.3231618497
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,1,0.119582861398382,12,12,0,88,88,101715.364528494,34309.3109941419,186779.519663514,309.57413440943,140.077107579296,476.698723756708,2034307.29056988,686186.219882838,3735590.39327028,515.956890682383,233.461845965493,794.497872927847
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,2,0.141586348246961,14,14,0,86,86,112730.551286478,38781.6460695737,207819.984344725,360.005952791192,158.988518207795,558.997383385161,2254611.02572956,775632.921391473,4156399.68689449,600.009921318654,264.980863679658,931.662305641936
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,3,0.183990807433038,18,18,0,82,82,138957.074014207,44789.6328457132,256075.782126918,460.482158520923,204.181276765866,714.37592827678,2779141.48028415,895792.656914263,5121515.64253836,767.470264201539,340.30212794311,1190.62654712797
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,4,0.255012759436194,26,26,0,74,74,189525.885418145,65462.0548476803,346598.989797003,667.506216496938,291.857254333162,1034.74677342995,3790517.70836291,1309241.09695361,6931979.79594006,1112.51036082823,486.428757221937,1724.57795571658
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,5,0.35,35,35,0,65,65,244744.477476324,83944.1823851049,446171.500912146,895.758002088224,392.663925828648,1394.76787216911,4894889.54952647,1678883.6477021,8923430.01824292,1492.93000348037,654.43987638108,2324.61312028185
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,6,0.444987240563806,44,44,0,56,56,293337.703152052,98721.4235807566,540567.719087944,1128.56383904444,494.830122349385,1759.34106400288,5866754.06304104,1974428.47161513,10811354.3817589,1880.93973174073,824.716870582309,2932.23510667147
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,7,0.516009192566962,52,52,0,48,48,331232.686461205,111546.886084137,602336.928115301,1334.43508215745,593.214829827628,2064.60607282641,6624653.72922409,2230937.72168273,12046738.562306,2224.05847026242,988.691383046046,3441.01012137735
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,8,0.558413651753039,56,56,0,44,44,339835.305090593,116665.917558162,622164.750496065,1437.37524799148,634.933933156721,2233.94996271894,6796706.10181186,2333318.35116324,12443295.0099213,2395.62541331913,1058.22322192787,3723.2499378649
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,9,0.580417138601618,58,58,0,42,42,333724.949112017,111505.656263933,614076.671535892,1491.4164098618,660.977788028095,2317.43281186588,6674498.98224034,2230113.12527867,12281533.4307178,2485.69401643633,1101.62964671349,3862.38801977647
"Conditional-success sensitivity","RUN_014","Middle-income","annual_independent",1,0.05,0.6,1,1,10,0.591006895018954,59,59,0,41,41,322540.359887661,109689.561058795,593667.500171618,1518.6401170901,660.977490741321,2351.44587082719,6450807.19775322,2193791.2211759,11873350.0034324,2531.06686181683,1101.62915123553,3919.07645137865
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,1,0.0749518089481767,7,7,0,93,93,29442.5631024743,8301.0133150841,55167.0952145376,250.970461286768,114.306315179074,411.531082422308,588851.262049486,166020.266301682,1103341.90429075,418.284102144613,190.510525298456,685.885137370514
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,2,0.0925553194701463,9,9,0,91,91,35957.9144176884,10437.6267981001,67556.2369004989,321.657316345641,142.542173918877,531.222747638175,719158.288353769,208752.535962002,1351124.73800998,536.095527242735,237.570289864794,885.371246063625
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,3,0.119442564950295,12,12,0,88,88,45968.3086697812,12287.8818514148,86289.9642209805,426.456599075894,191.70473767912,704.686400317274,919366.173395625,245757.637028296,1725799.28441961,710.760998459824,319.507896131867,1174.47733386212
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,4,0.156303108132261,16,16,0,84,84,57862.178219547,16725.7180437446,107869.439498629,570.879293566841,252.309185252832,942.072594528521,1157243.56439094,334514.360874891,2157388.78997257,951.465489278068,420.51530875472,1570.12099088087
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,5,0.2,20,20,0,80,80,69402.2815733066,19999.7778361746,128982.266949689,711.179069377321,316.917906338059,1180.33004387273,1388045.63146613,399995.556723492,2579645.33899378,1185.2984489622,528.196510563431,1967.21673978788
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,6,0.243696891867739,24,24,0,76,76,79403.0608681126,21903.7216274257,149291.617162508,856.111125342885,378.436873334239,1421.49788979733,1588061.21736225,438074.432548514,2985832.34325015,1426.85187557148,630.728122223732,2369.16314966222
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,7,0.280557435049705,28,28,0,72,72,88551.2503964174,25035.9059474173,164294.546948441,998.359254032276,446.642008118366,1643.70284473454,1771025.00792835,500718.118948347,3285890.93896883,1663.93209005379,744.403346863943,2739.50474122423
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,8,0.307444680529854,31,31,0,69,69,93383.5464580593,26728.8594652935,174070.61223405,1105.82696227615,492.170754550687,1829.25951034425,1867670.92916119,534577.18930587,3481412.24468099,1843.04493712692,820.284590917811,3048.76585057375
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,9,0.325048191051823,33,33,0,67,67,94224.7199886756,26281.7433744822,176430.011140429,1179.96439753222,525.205362528478,1951.37199375582,1884494.39977351,525634.867489644,3528600.22280858,1966.60732922036,875.342270880796,3252.28665625971
"Conditional-success sensitivity","RUN_015","Low-income","annual_independent",1,0.05,0.35,1,1,10,0.33577223804673,34,34,0,66,66,92239.5332721852,26047.4635145313,173122.615991891,1216.90746712373,536.541386354394,2004.47144109236,1844790.6654437,520949.270290626,3462452.31983782,2028.17911187288,894.235643923989,3340.78573515393
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,1,0.160791725977255,16,16.8421052631579,0.842105263157894,83.1578947368421,84,252442.208977754,63544.8234601673,490610.11726541,265.26382930947,86.040767749321,465.690696968549,5048844.17955507,1270896.46920335,9812202.34530821,442.106382182449,143.401279582202,776.151161614248
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,2,0.17845552390654,18,18.9473684210526,0.947368421052634,81.0526315789474,82,270473.795333309,68083.7394216079,525653.697070083,298.421807973152,96.795863717986,523.902034089617,5409475.90666617,1361674.78843216,10513073.9414017,497.369679955254,161.326439529977,873.170056816029
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,3,0.221521753213271,22,23.1578947368421,1.15789473684211,76.8421052631579,78,314837.2220811,79250.9136124536,611872.028335546,364.737765300523,118.306055655316,640.324708331755,6296744.441622,1585018.27224907,12237440.5667109,607.896275500871,197.176759425527,1067.20784721959
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,4,0.311364852821997,31,32.6315789473684,1.63157894736842,67.3684210526316,69,422508.826169438,106354.039912816,821126.964432983,513.948669287099,166.703987514309,902.275725376563,8450176.52338877,2127080.79825633,16422539.2886597,856.581115478499,277.839979190516,1503.79287562761
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,5,0.45,45,47.3684210526316,2.36842105263158,52.6315789473684,55,584113.584566047,147033.234902511,1135198.56834053,746.054519932885,241.989659294965,1309.75508522404,11682271.6913209,2940664.69805023,22703971.3668106,1243.42419988814,403.316098824942,2182.92514204007
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,6,0.588635147178003,59,62.1052631578947,3.10526315789474,37.8947368421053,41,729369.34369094,183597.055222183,1417496.6250178,978.160370578669,317.275331075621,1717.23444507152,14587386.8738188,3671941.10444367,28349932.5003561,1630.26728429778,528.792218459368,2862.05740845254
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,7,0.678478246786729,68,71.578947368421,3.57894736842105,28.4210526315789,32,800599.118175685,201527.033980766,1555928.49880889,1127.37127456524,365.673262934614,1979.18546211633,16011982.3635137,4030540.67961533,31118569.9761778,1878.95212427541,609.455438224357,3298.64243686055
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,8,0.72154447609346,72,75.7894736842105,3.78947368421053,24.2105263157895,28,807326.841857834,203220.538468,1569003.52821064,1193.68723189261,387.183454871944,2095.60813635847,16146536.8371567,4064410.76935999,31380070.5642129,1989.47871982102,645.305758119907,3492.68022726412
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,9,0.739208274022745,74,77.8947368421053,3.89473684210526,22.1052631578947,26,790240.55949047,198919.574690899,1535797.10433317,1226.8452105563,397.93855084061,2153.81947347954,15804811.1898094,3978391.49381798,30715942.0866634,2044.74201759383,663.230918067682,3589.6991224659
"Conditional-success sensitivity","RUN_016","High-income","fixed_horizon",0.95,0.05,0.75,1,1,10,0.745984289445429,75,78.9473684210526,3.94736842105263,21.0526315789474,25,762780.462828646,192007.311477702,1482429.63738723,1243.42419988814,403.316098824942,2182.92514204007,15255609.2565729,3840146.22955404,29648592.7477446,2072.37366648023,672.19349804157,3638.20857006679
"Conditional-success sensitivity","RUN_017","Middle-income","fixed_horizon",0.95,0.05,0.6,1,1,1,0.119582861398382,12,12.6315789473684,0.631578947368421,87.3684210526316,88,101670.376883006,32862.3127084003,187444.156765582,306.598140493404,135.153249362681,478.841422645551,2033407.53766012,657246.254168006,3748883.13531164,510.996900822339,225.255415604468,798.069037742585
"Conditional-success sensitivity","RUN_017","Middle-income","fixed_horizon",0.95,0.05,0.6,1,1,2,0.141586348246961,14,14.7368421052632,0.736842105263159,85.2631578947368,86,112967.085425562,36513.6807871114,208271.285295091,357.697830575635,157.678790923127,558.648326419809,2259341.70851125,730273.615742229,4165425.70590182,596.163050959392,262.797984871879,931.080544033016
